n_tests,budget_k,baseline_ms,proposed_ms,ms_improvement,baseline_ftrr,proposed_ftrr,ftrr_improvement,baseline_selected,proposed_selected
50,5,0.6,1.0,0.4,0.5555555555555556,0.5555555555555556,0.0,5,5
50,10,0.7,0.7,0.0,1.0,1.0,0.0,10,10
50,20,0.6111111111111112,0.85,0.23888888888888882,1.0,1.0,0.0,18,20
50,25,0.631578947368421,0.88,0.248421052631579,1.0,1.0,0.0,19,25
